Categori­a;Propiedad EPM;Propiedad Compartido;Propiedad Cliente;Periodo
Estrato 3 - Rango > CS;597.55;573.27;548.98;202108
Estrato 4 - Todo el consumo;597.55;573.27;548.98;202108
Estrato 5 y 6 - Todo el consumo;717.06;687.92;658.78;202108
Industrial y Comercial;717.06;687.92;658.78;202108
ESPD*;657.31;630.59;603.88;202108
Oficial y Exentos de Contribucion;597.55;573.27;548.98;202108
Industrial y Comercial - Punta;718.86;689.71;660.57;202108
Industrial y Comercial - Fuera de Punta;716.82;687.68;658.53;202108
Oficial y Exentos - Punta;599.05;574.76;550.48;202108
Oficial y Exentos - Fuera de Punta;597.35;573.07;548.78;202108
Estrato 1 - Rango 0 - CS;240.93;231.14;221.35;202109
Estrato 1 - Rango > CS;602.33;577.85;553.37;202109
Estrato 2 - Rango 0 - CS;301.17;288.93;276.69;202109
Estrato 2 - Rango > CS;602.33;577.85;553.37;202109
Estrato 3 - Rango 0 - CS;511.98;491.17;470.37;202109
Estrato 3 - Rango > CS;602.33;577.85;553.37;202109
Estrato 4 - Todo el consumo;602.33;577.85;553.37;202109
Estrato 5 y 6 - Todo el consumo;722.80;693.42;664.05;202109
Industrial y Comercial;722.80;693.42;664.05;202109
ESPD*;662.57;635.64;608.71;202109
Oficial y Exentos de Contribucion;602.33;577.85;553.37;202109
Industrial y Comercial - Punta;724.61;695.23;665.85;202109
Industrial y Comercial - Fuera de Punta;722.56;693.18;663.80;202109
Oficial y Exentos - Punta;603.84;579.36;554.88;202109
Oficial y Exentos - Fuera de Punta;602.13;577.65;553.17;202109
Estrato 1 - Rango 0 - CS;242.86;232.99;223.12;202110
Estrato 1 - Rango > CS;607.15;582.47;557.80;202110
Estrato 2 - Rango 0 - CS;303.58;291.24;278.90;202110
Estrato 2 - Rango > CS;607.15;582.47;557.80;202110
Estrato 3 - Rango 0 - CS;516.08;495.10;474.13;202110
Estrato 3 - Rango > CS;607.15;582.47;557.80;202110
Estrato 4 - Todo el consumo;607.15;582.47;557.80;202110
Estrato 5 y 6 - Todo el consumo;728.58;698.97;669.36;202110
Industrial y Comercial;728.58;698.97;669.36;202110
ESPD*;667.87;640.72;613.58;202110
Oficial y Exentos de Contribucion;607.15;582.47;557.80;202110
Industrial y Comercial - Punta;730.41;700.79;671.18;202110
Industrial y Comercial - Fuera de Punta;728.34;698.73;669.11;202110
Oficial y Exentos - Punta;608.67;583.99;559.32;202110
Oficial y Exentos - Fuera de Punta;606.95;582.27;557.59;202110
Estrato 1 - Rango 0 - CS;244.80;234.85;224.90;202111
Estrato 1 - Rango > CS;612.01;587.13;562.26;202111
Estrato 2 - Rango 0 - CS;306.00;293.57;281.13;202111
Estrato 2 - Rango > CS;612.01;587.13;562.26;202111
Estrato 3 - Rango 0 - CS;520.21;499.06;477.92;202111
Estrato 3 - Rango > CS;612.01;587.13;562.26;202111
Estrato 4 - Todo el consumo;612.01;587.13;562.26;202111
Estrato 5 y 6 - Todo el consumo;734.41;704.56;674.71;202111
Industrial y Comercial;734.41;704.56;674.71;202111
ESPD*;673.21;645.85;618.49;202111
Oficial y Exentos de Contribucion;612.01;587.13;562.26;202111
Industrial y Comercial - Punta;736.25;706.40;676.55;202111
Industrial y Comercial - Fuera de Punta;734.16;704.32;674.47;202111
Oficial y Exentos - Punta;613.54;588.67;563.79;202111
Oficial y Exentos - Fuera de Punta;611.80;586.93;562.06;202111
Estrato 1 - Rango 0 - CS;246.76;236.73;226.70;202112
Estrato 1 - Rango > CS;616.90;591.83;566.76;202112
Estrato 2 - Rango 0 - CS;308.45;295.92;283.38;202112
Estrato 2 - Rango > CS;616.90;591.83;566.76;202112
Estrato 3 - Rango 0 - CS;524.37;503.06;481.74;202112
Estrato 3 - Rango > CS;616.90;591.83;566.76;202112
Estrato 4 - Todo el consumo;616.90;591.83;566.76;202112
Estrato 5 y 6 - Todo el consumo;740.29;710.20;680.11;202112
Industrial y Comercial;740.29;710.20;680.11;202112
ESPD*;678.60;651.01;623.43;202112
Oficial y Exentos de Contribucion;616.90;591.83;566.76;202112
Industrial y Comercial - Punta;742.14;712.05;681.96;202112
Industrial y Comercial - Fuera de Punta;740.04;709.95;679.86;202112
Oficial y Exentos - Punta;618.45;593.38;568.30;202112
Oficial y Exentos - Fuera de Punta;616.70;591.62;566.55;202112
Estrato 1 - Rango 0 - CS;248.74;238.63;228.52;202201
Estrato 1 - Rango > CS;621.84;596.57;571.29;202201
Estrato 2 - Rango 0 - CS;310.92;298.28;285.65;202201
Estrato 2 - Rango > CS;621.84;596.57;571.29;202201
Estrato 3 - Rango 0 - CS;528.56;507.08;485.60;202201
Estrato 3 - Rango > CS;621.84;596.57;571.29;202201
Estrato 4 - Todo el consumo;621.84;596.57;571.29;202201
Estrato 5 y 6 - Todo el consumo;746.21;715.88;685.55;202201
Industrial y Comercial;746.21;715.88;685.55;202201
ESPD*;684.02;656.22;628.42;202201
Oficial y Exentos de Contribucion;621.84;596.57;571.29;202201
Industrial y Comercial - Punta;748.08;717.75;687.42;202201
Industrial y Comercial - Fuera de Punta;745.96;715.63;685.30;202201
Oficial y Exentos - Punta;623.40;598.12;572.85;202201
Oficial y Exentos - Fuera de Punta;621.63;596.36;571.08;202201
Estrato 1 - Rango 0 - CS;250.73;240.54;230.35;202202
Estrato 1 - Rango > CS;626.81;601.34;575.86;202202
Estrato 2 - Rango 0 - CS;313.41;300.67;287.93;202202
Estrato 2 - Rango > CS;626.81;601.34;575.86;202202
Estrato 3 - Rango 0 - CS;532.79;511.14;489.48;202202
Estrato 3 - Rango > CS;626.81;601.34;575.86;202202
Estrato 4 - Todo el consumo;626.81;601.34;575.86;202202
Estrato 5 y 6 - Todo el consumo;752.18;721.61;691.04;202202
Industrial y Comercial;752.18;721.61;691.04;202202
ESPD*;689.50;661.47;633.45;202202
Oficial y Exentos de Contribucion;626.81;601.34;575.86;202202
Industrial y Comercial - Punta;754.06;723.49;692.92;202202
Industrial y Comercial - Fuera de Punta;751.93;721.35;690.78;202202
Oficial y Exentos - Punta;628.38;602.91;577.43;202202
Oficial y Exentos - Fuera de Punta;626.60;601.13;575.65;202202
Estrato 1 - Rango 0 - CS;263.26;252.56;241.86;202203
Estrato 1 - Rango > CS;658.16;631.41;604.66;202203
Estrato 2 - Rango 0 - CS;329.08;315.70;302.33;202203
Estrato 2 - Rango > CS;658.16;631.41;604.66;202203
Estrato 3 - Rango 0 - CS;559.43;536.69;513.96;202203
Estrato 3 - Rango > CS;658.16;631.41;604.66;202203
Estrato 4 - Todo el consumo;658.16;631.41;604.66;202203
Estrato 5 y 6 - Todo el consumo;789.79;757.69;725.59;202203
Industrial y Comercial;789.79;757.69;725.59;202203
ESPD*;723.97;694.55;665.12;202203
Oficial y Exentos de Contribucion;658.16;631.41;604.66;202203
Industrial y Comercial - Punta;791.76;759.66;727.56;202203
Industrial y Comercial - Fuera de Punta;789.52;757.42;725.32;202203
Oficial y Exentos - Punta;659.80;633.05;606.30;202203
Oficial y Exentos - Fuera de Punta;657.93;631.18;604.44;202203
Estrato 1 - Rango 0 - CS;265.89;255.09;244.28;202204
Estrato 1 - Rango > CS;664.74;637.72;610.70;202204
Estrato 2 - Rango 0 - CS;332.37;318.86;305.35;202204
Estrato 2 - Rango > CS;664.74;637.72;610.70;202204
Estrato 3 - Rango 0 - CS;565.03;542.06;519.10;202204
Estrato 3 - Rango > CS;664.74;637.72;610.70;202204
Estrato 4 - Todo el consumo;664.74;637.72;610.70;202204
Estrato 5 y 6 - Todo el consumo;797.68;765.26;732.84;202204
Industrial y Comercial;797.68;765.26;732.84;202204
ESPD*;731.21;701.49;671.77;202204
Oficial y Exentos de Contribucion;664.74;637.72;610.70;202204
Industrial y Comercial - Punta;799.68;767.26;734.84;202204
Industrial y Comercial - Fuera de Punta;797.42;765.00;732.58;202204
Oficial y Exentos - Punta;666.40;639.38;612.37;202204
Oficial y Exentos - Fuera de Punta;664.51;637.50;610.48;202204
Estrato 1 - Rango 0 - CS;271.21;260.19;249.17;202205
Estrato 1 - Rango > CS;678.03;650.47;622.92;202205
Estrato 2 - Rango 0 - CS;339.02;325.24;311.46;202205
Estrato 2 - Rango > CS;678.03;650.47;622.92;202205
Estrato 3 - Rango 0 - CS;576.33;552.90;529.48;202205
Estrato 3 - Rango > CS;678.03;650.47;622.92;202205
Estrato 4 - Todo el consumo;678.03;650.47;622.92;202205
Estrato 5 y 6 - Todo el consumo;813.64;780.57;747.50;202205
Industrial y Comercial;813.64;780.57;747.50;202205
ESPD*;745.83;715.52;685.21;202205
Oficial y Exentos de Contribucion;678.03;650.47;622.92;202205
Industrial y Comercial - Punta;815.67;782.61;749.54;202205
Industrial y Comercial - Fuera de Punta;813.36;780.30;747.23;202205
Oficial y Exentos - Punta;679.73;652.17;624.61;202205
Oficial y Exentos - Fuera de Punta;677.80;650.25;622.69;202205
Estrato 1 - Rango 0 - CS;282.06;270.60;259.13;202206
Estrato 1 - Rango > CS;705.15;676.49;647.83;202206
Estrato 2 - Rango 0 - CS;352.58;338.25;323.92;202206
Estrato 2 - Rango > CS;705.15;676.49;647.83;202206
Estrato 3 - Rango 0 - CS;599.38;575.02;550.66;202206
Estrato 3 - Rango > CS;705.15;676.49;647.83;202206
Estrato 4 - Todo el consumo;705.15;676.49;647.83;202206
Estrato 5 y 6 - Todo el consumo;846.18;811.79;777.40;202206
Industrial y Comercial;846.18;811.79;777.40;202206
ESPD*;775.67;744.14;712.62;202206
Oficial y Exentos de Contribucion;705.15;676.49;647.83;202206
Industrial y Comercial - Punta;848.30;813.91;779.52;202206
Industrial y Comercial - Fuera de Punta;845.90;811.51;777.12;202206
Oficial y Exentos - Punta;706.92;678.26;649.60;202206
Oficial y Exentos - Fuera de Punta;704.92;676.26;647.60;202206
Estrato 1 - Rango 0 - CS;293.34;281.42;269.50;202207
Estrato 1 - Rango > CS;733.36;703.55;673.75;202207
Estrato 2 - Rango 0 - CS;366.68;351.78;336.87;202207
Estrato 2 - Rango > CS;733.36;703.55;673.75;202207
Estrato 3 - Rango 0 - CS;623.36;598.02;572.68;202207
Estrato 3 - Rango > CS;733.36;703.55;673.75;202207
Estrato 4 - Todo el consumo;733.36;703.55;673.75;202207
Estrato 5 y 6 - Todo el consumo;880.03;844.26;808.50;202207
Industrial y Comercial;880.03;844.26;808.50;202207
ESPD*;806.69;773.91;741.12;202207
Oficial y Exentos de Contribucion;733.36;703.55;673.75;202207
Industrial y Comercial - Punta;882.23;846.47;810.70;202207
Industrial y Comercial - Fuera de Punta;879.74;843.97;808.20;202207
Oficial y Exentos - Punta;735.19;705.39;675.58;202207
Oficial y Exentos - Fuera de Punta;733.11;703.31;673.50;202207
Estrato 1 - Rango 0 - CS;305.08;292.68;280.28;202208
Estrato 1 - Rango > CS;762.69;731.70;700.70;202208
Estrato 2 - Rango 0 - CS;381.35;365.85;350.35;202208
Estrato 2 - Rango > CS;762.69;731.70;700.70;202208
Estrato 3 - Rango 0 - CS;648.29;621.94;595.59;202208
Estrato 3 - Rango > CS;762.69;731.70;700.70;202208
Estrato 4 - Todo el consumo;762.69;731.70;700.70;202208
Estrato 5 y 6 - Todo el consumo;915.23;878.03;840.84;202208
Industrial y Comercial;915.23;878.03;840.84;202208
ESPD*;838.96;804.86;770.77;202208
Oficial y Exentos de Contribucion;762.69;731.70;700.70;202208
Industrial y Comercial - Punta;917.52;880.33;843.13;202208
Industrial y Comercial - Fuera de Punta;914.92;877.73;840.53;202208
Oficial y Exentos - Punta;764.60;733.60;702.61;202208
Oficial y Exentos - Fuera de Punta;762.44;731.44;700.44;202208
Estrato 1 - Rango 0 - CS;308.20;295.67;283.15;202209
Estrato 1 - Rango > CS;767.27;736.09;704.90;202209
Estrato 2 - Rango 0 - CS;385.25;369.59;353.93;202209
Estrato 2 - Rango > CS;767.27;736.09;704.90;202209
Estrato 3 - Rango 0 - CS;652.18;625.67;599.17;202209
Estrato 3 - Rango > CS;767.27;736.09;704.90;202209
Estrato 4 - Todo el consumo;767.27;736.09;704.90;202209
Estrato 5 y 6 - Todo el consumo;920.72;883.30;845.88;202209
Industrial y Comercial;920.72;883.30;845.88;202209
ESPD*;844.00;809.69;775.39;202209
Oficial y Exentos de Contribucion;767.27;736.09;704.90;202209
Industrial y Comercial - Punta;923.03;885.61;848.19;202209
Industrial y Comercial - Fuera de Punta;920.41;882.99;845.57;202209
Oficial y Exentos - Punta;769.19;738.01;706.82;202209
Oficial y Exentos - Fuera de Punta;767.01;735.83;704.64;202209
Estrato 1 - Rango 0 - CS;301.48;288.93;276.38;202210
Estrato 1 - Rango > CS;750.54;719.30;688.05;202210
Estrato 2 - Rango 0 - CS;376.85;361.16;345.47;202210
Estrato 2 - Rango > CS;750.54;719.30;688.05;202210
Estrato 3 - Rango 0 - CS;637.96;611.41;584.85;202210
Estrato 3 - Rango > CS;750.54;719.30;688.05;202210
Estrato 4 - Todo el consumo;750.54;719.30;688.05;202210
Estrato 5 y 6 - Todo el consumo;900.65;863.16;825.66;202210
Industrial y Comercial;900.65;863.16;825.66;202210
ESPD*;825.60;791.23;756.86;202210
Oficial y Exentos de Contribucion;750.54;719.30;688.05;202210
Industrial y Comercial - Punta;907.98;870.46;832.92;202210
Industrial y Comercial - Fuera de Punta;898.69;861.18;823.67;202210
Oficial y Exentos - Punta;756.65;725.39;694.10;202210
Oficial y Exentos - Fuera de Punta;748.91;717.65;686.39;202210
Estrato 1 - Rango 0 - CS;301.48;288.93;276.38;202211
Estrato 1 - Rango > CS;750.54;719.30;688.05;202211
Estrato 2 - Rango 0 - CS;376.85;361.16;345.47;202211
Estrato 2 - Rango > CS;750.54;719.30;688.05;202211
Estrato 3 - Rango 0 - CS;637.96;611.41;584.85;202211
Estrato 3 - Rango > CS;750.54;719.30;688.05;202211
Estrato 4 - Todo el consumo;750.54;719.30;688.05;202211
Estrato 5 y 6 - Todo el consumo;900.65;863.16;825.66;202211
Industrial y Comercial;900.65;863.16;825.66;202211
ESPD*;825.60;791.23;756.86;202211
Oficial y Exentos de Contribucion;750.54;719.30;688.05;202211
Industrial y Comercial - Punta;907.62;870.46;832.92;202211
Industrial y Comercial - Fuera de Punta;898.69;861.18;823.67;202211
Oficial y Exentos - Punta;756.35;725.39;694.10;202211
Oficial y Exentos - Fuera de Punta;748.91;717.65;686.39;202211
Estrato 1 - Rango 0 - CS;303.80;291.15;278.50;202212
Estrato 1 - Rango > CS;756.32;724.84;693.35;202212
Estrato 2 - Rango 0 - CS;379.75;363.94;348.13;202212
Estrato 2 - Rango > CS;756.32;724.84;693.35;202212
Estrato 3 - Rango 0 - CS;642.87;616.12;589.35;202212
Estrato 3 - Rango > CS;756.32;724.84;693.35;202212
Estrato 4 - Todo el consumo;756.32;724.84;693.35;202212
Estrato 5 y 6 - Todo el consumo;907.59;869.81;832.02;202212
Industrial y Comercial;907.59;869.81;832.02;202212
ESPD*;831.95;797.33;762.69;202212
Oficial y Exentos de Contribucion;756.32;724.84;693.35;202212
Industrial y Comercial - Punta;914.61;877.17;839.33;202212
Industrial y Comercial - Fuera de Punta;905.61;867.81;830.01;202212
Oficial y Exentos - Punta;762.17;730.97;699.44;202212
Oficial y Exentos - Fuera de Punta;754.68;723.18;691.68;202212
Estrato 1 - Rango 0 - CS;307.63;294.83;282.02;202301
Estrato 1 - Rango > CS;765.85;733.97;702.09;202301
Estrato 2 - Rango 0 - CS;384.54;368.53;352.52;202301
Estrato 2 - Rango > CS;765.85;733.97;702.09;202301
Estrato 3 - Rango 0 - CS;650.97;623.88;596.77;202301
Estrato 3 - Rango > CS;765.85;733.97;702.09;202301
Estrato 4 - Todo el consumo;765.85;733.97;702.09;202301
Estrato 5 y 6 - Todo el consumo;919.02;880.77;842.51;202301
Industrial y Comercial;919.02;880.77;842.51;202301
ESPD*;842.44;807.37;772.30;202301
Oficial y Exentos de Contribucion;765.85;733.97;702.09;202301
Industrial y Comercial - Punta;926.13;888.22;849.91;202301
Industrial y Comercial - Fuera de Punta;917.02;878.75;840.47;202301
Oficial y Exentos - Punta;771.78;740.18;708.26;202301
Oficial y Exentos - Fuera de Punta;764.19;732.29;700.39;202301
Estrato 1 - Rango 0 - CS;313.10;300.07;287.03;202302
Estrato 1 - Rango > CS;779.48;747.04;714.59;202302
Estrato 2 - Rango 0 - CS;391.37;375.08;358.79;202302
Estrato 2 - Rango > CS;779.48;747.04;714.59;202302
Estrato 3 - Rango 0 - CS;662.56;634.98;607.40;202302
Estrato 3 - Rango > CS;779.48;747.04;714.59;202302
Estrato 4 - Todo el consumo;779.48;747.04;714.59;202302
Estrato 5 y 6 - Todo el consumo;935.38;896.45;857.50;202302
Industrial y Comercial;935.38;896.45;857.50;202302
ESPD*;857.43;821.74;786.04;202302
Oficial y Exentos de Contribucion;779.48;747.04;714.59;202302
Industrial y Comercial - Punta;942.62;904.03;865.04;202302
Industrial y Comercial - Fuera de Punta;933.35;894.39;855.43;202302
Oficial y Exentos - Punta;785.51;753.36;720.86;202302
Oficial y Exentos - Fuera de Punta;777.79;745.33;712.86;202302
Estrato 1 - Rango 0 - CS;318.30;305.05;291.80;202303
Estrato 1 - Rango > CS;792.42;759.44;726.45;202303
Estrato 2 - Rango 0 - CS;397.87;381.31;364.74;202303
Estrato 2 - Rango > CS;792.42;759.44;726.45;202303
Estrato 3 - Rango 0 - CS;673.56;645.52;617.48;202303
Estrato 3 - Rango > CS;792.42;759.44;726.45;202303
Estrato 4 - Todo el consumo;792.42;759.44;726.45;202303
Estrato 5 y 6 - Todo el consumo;950.91;911.33;871.74;202303
Industrial y Comercial;950.91;911.33;871.74;202303
ESPD*;871.67;835.38;799.09;202303
Oficial y Exentos de Contribucion;792.42;759.44;726.45;202303
Industrial y Comercial - Punta;958.26;919.04;879.40;202303
Industrial y Comercial - Fuera de Punta;948.84;909.24;869.63;202303
Oficial y Exentos - Punta;798.55;765.86;732.83;202303
Oficial y Exentos - Fuera de Punta;790.70;757.70;724.69;202303
Estrato 1 - Rango 0 - CS;321.64;308.25;294.86;202304
Estrato 1 - Rango > CS;800.74;767.41;734.08;202304
Estrato 2 - Rango 0 - CS;402.05;385.32;368.58;202304
Estrato 2 - Rango > CS;800.74;767.41;734.08;202304
Estrato 3 - Rango 0 - CS;680.63;652.30;623.96;202304
Estrato 3 - Rango > CS;800.74;767.41;734.08;202304
Estrato 4 - Todo el consumo;800.74;767.41;734.08;202304
Estrato 5 y 6 - Todo el consumo;960.89;920.90;880.89;202304
Industrial y Comercial;960.89;920.90;880.89;202304
ESPD*;880.82;844.16;807.48;202304
Oficial y Exentos de Contribucion;800.74;767.41;734.08;202304
Industrial y Comercial - Punta;968.33;928.68;888.63;202304
Industrial y Comercial - Fuera de Punta;958.80;918.78;878.76;202304
Oficial y Exentos - Punta;806.94;773.90;740.52;202304
Oficial y Exentos - Fuera de Punta;799.00;765.65;732.30;202304
Estrato 1 - Rango 0 - CS;324.15;310.66;297.17;202305
Estrato 1 - Rango > CS;806.99;773.40;739.80;202305
Estrato 2 - Rango 0 - CS;405.19;388.33;371.46;202305
Estrato 2 - Rango > CS;806.99;773.40;739.80;202305
Estrato 3 - Rango 0 - CS;685.94;657.39;628.83;202305
Estrato 3 - Rango > CS;806.99;773.40;739.80;202305
Estrato 4 - Todo el consumo;806.99;773.40;739.80;202305
Estrato 5 y 6 - Todo el consumo;968.39;928.08;887.76;202305
Industrial y Comercial;968.39;928.08;887.76;202305
ESPD*;887.69;850.74;813.78;202305
Oficial y Exentos de Contribucion;806.99;773.40;739.80;202305
Industrial y Comercial - Punta;975.88;935.93;895.56;202305
Industrial y Comercial - Fuera de Punta;966.28;925.95;885.62;202305
Oficial y Exentos - Punta;813.23;779.94;746.30;202305
Oficial y Exentos - Fuera de Punta;805.23;771.63;738.02;202305
Estrato 1 - Rango 0 - CS;325.57;312.02;298.46;202306
Estrato 1 - Rango > CS;802.15;768.76;735.36;202306
Estrato 2 - Rango 0 - CS;406.96;390.02;373.08;202306
Estrato 2 - Rango > CS;802.15;768.76;735.36;202306
Estrato 3 - Rango 0 - CS;681.83;653.45;625.06;202306
Estrato 3 - Rango > CS;802.15;768.76;735.36;202306
Estrato 4 - Todo el consumo;802.15;768.76;735.36;202306
Estrato 5 y 6 - Todo el consumo;962.58;922.51;882.43;202306
Industrial y Comercial;962.58;922.51;882.43;202306
ESPD*;882.36;845.64;808.90;202306
Oficial y Exentos de Contribucion;802.15;768.76;735.36;202306
Industrial y Comercial - Punta;970.02;930.31;890.19;202306
Industrial y Comercial - Fuera de Punta;960.48;920.40;880.30;202306
Oficial y Exentos - Punta;808.35;775.26;741.82;202306
Oficial y Exentos - Fuera de Punta;800.40;767.00;733.59;202306
Industrial y Comercial;911.23;884.28;857.33;202306
ESPD*;835.29;810.59;785.89;202306
Oficial y Exentos de Contribucion;759.36;736.90;714.44;202306
Estrato 1 - Rango 0 - CS;326.55;312.95;299.36;202307
Estrato 1 - Rango > CS;797.33;764.15;730.95;202307
Estrato 2 - Rango 0 - CS;408.18;391.19;374.20;202307
Estrato 2 - Rango > CS;797.33;764.15;730.95;202307
Estrato 3 - Rango 0 - CS;677.73;649.52;621.31;202307
Estrato 3 - Rango > CS;797.33;764.15;730.95;202307
Estrato 4 - Todo el consumo;797.33;764.15;730.95;202307
Estrato 5 y 6 - Todo el consumo;956.80;916.98;877.14;202307
Industrial y Comercial;956.80;916.98;877.14;202307
ESPD*;877.07;840.56;804.04;202307
Oficial y Exentos de Contribucion;797.33;764.15;730.95;202307
Industrial y Comercial - Punta;964.20;924.73;884.85;202307
Industrial y Comercial - Fuera de Punta;954.72;914.87;875.02;202307
Oficial y Exentos - Punta;803.50;770.61;737.37;202307
Oficial y Exentos - Fuera de Punta;795.60;762.39;729.19;202307
Estrato 1 - Rango 0 - CS;328.18;314.52;300.86;202308
Estrato 1 - Rango > CS;792.55;759.56;726.56;202308
Estrato 2 - Rango 0 - CS;410.23;393.15;376.07;202308
Estrato 2 - Rango > CS;792.55;759.56;726.56;202308
Estrato 3 - Rango 0 - CS;673.67;645.63;617.58;202308
Estrato 3 - Rango > CS;792.55;759.56;726.56;202308
Estrato 4 - Todo el consumo;792.55;759.56;726.56;202308
Estrato 5 y 6 - Todo el consumo;951.06;911.47;871.88;202308
Industrial y Comercial;951.06;911.47;871.88;202308
ESPD*;871.81;835.52;799.22;202308
Oficial y Exentos de Contribucion;792.55;759.56;726.56;202308
Industrial y Comercial - Punta;958.42;919.18;879.54;202308
Industrial y Comercial - Fuera de Punta;948.99;909.38;869.77;202308
Oficial y Exentos - Punta;798.68;765.99;732.95;202308
Oficial y Exentos - Fuera de Punta;790.83;757.82;724.81;202308
Estrato 1 - Rango 0 - CS;330.48;316.72;302.96;202309
Estrato 1 - Rango > CS;798.10;764.88;731.65;202309
Estrato 2 - Rango 0 - CS;413.10;395.90;378.70;202309
Estrato 2 - Rango > CS;798.10;764.88;731.65;202309
Estrato 3 - Rango 0 - CS;678.38;650.15;621.90;202309
Estrato 3 - Rango > CS;798.10;764.88;731.65;202309
Estrato 4 - Todo el consumo;798.10;764.88;731.65;202309
Estrato 5 y 6 - Todo el consumo;957.72;917.85;877.98;202309
Industrial y Comercial;957.72;917.85;877.98;202309
ESPD*;877.91;841.37;804.82;202309
Oficial y Exentos de Contribucion;798.10;764.88;731.65;202309
Industrial y Comercial - Punta;965.13;925.62;885.69;202309
Industrial y Comercial - Fuera de Punta;955.64;915.75;875.86;202309
Oficial y Exentos - Punta;804.27;771.35;738.08;202309
Oficial y Exentos - Fuera de Punta;796.36;763.12;729.88;202309
Estrato 1 - Rango 0 - CS;337.12;323.08;309.05;202310
Estrato 1 - Rango > CS;842.79;807.71;772.62;202310
Estrato 2 - Rango 0 - CS;421.40;403.86;386.31;202310
Estrato 2 - Rango > CS;842.79;807.71;772.62;202310
Estrato 3 - Rango 0 - CS;716.37;686.56;656.73;202310
Estrato 3 - Rango > CS;842.79;807.71;772.62;202310
Estrato 4 - Todo el consumo;842.79;807.71;772.62;202310
Estrato 5 y 6 - Todo el consumo;1011.35;969.25;927.15;202310
Industrial y Comercial;1011.35;969.25;927.15;202310
ESPD*;927.07;888.48;849.88;202310
Oficial y Exentos de Contribucion;842.79;807.71;772.62;202310
Industrial y Comercial - Punta;1019.18;977.45;935.29;202310
Industrial y Comercial - Fuera de Punta;1009.15;967.03;924.91;202310
Oficial y Exentos - Punta;849.31;814.54;779.41;202310
Oficial y Exentos - Fuera de Punta;840.96;805.86;770.76;202310
Estrato 1 - Rango 0 - CS;353.97;339.24;324.50;202311
Estrato 1 - Rango > CS;884.93;848.10;811.25;202311
Estrato 2 - Rango 0 - CS;442.47;424.05;405.63;202311
Estrato 2 - Rango > CS;884.93;848.10;811.25;202311
Estrato 3 - Rango 0 - CS;752.19;720.88;689.57;202311
Estrato 3 - Rango > CS;884.93;848.10;811.25;202311
Estrato 4 - Todo el consumo;884.93;848.10;811.25;202311
Estrato 5 y 6 - Todo el consumo;1061.92;1017.72;973.50;202311
Industrial y Comercial;1061.92;1017.72;973.50;202311
ESPD*;973.43;932.91;892.38;202311
Oficial y Exentos de Contribucion;884.93;848.10;811.25;202311
Industrial y Comercial - Punta;1070.13;1026.32;982.06;202311
Industrial y Comercial - Fuera de Punta;1059.61;1015.38;971.15;202311
Oficial y Exentos - Punta;891.78;855.27;818.38;202311
Oficial y Exentos - Fuera de Punta;883.01;846.15;809.30;202311
Estrato 1 - Rango 0 - CS;355.63;340.83;326.02;202312
Estrato 1 - Rango > CS;888.47;851.49;814.50;202312
Estrato 2 - Rango 0 - CS;444.54;426.04;407.53;202312
Estrato 2 - Rango > CS;888.47;851.49;814.50;202312
Estrato 3 - Rango 0 - CS;755.20;723.77;692.32;202312
Estrato 3 - Rango > CS;888.47;851.49;814.50;202312
Estrato 4 - Todo el consumo;888.47;851.49;814.50;202312
Estrato 5 y 6 - Todo el consumo;1066.17;1021.79;977.40;202312
Industrial y Comercial;1066.17;1021.79;977.40;202312
ESPD*;977.32;936.64;895.95;202312
Oficial y Exentos de Contribucion;888.47;851.49;814.50;202312
Industrial y Comercial - Punta;1074.41;1030.43;985.99;202312
Industrial y Comercial - Fuera de Punta;1063.85;1019.44;975.04;202312
Oficial y Exentos - Punta;895.35;858.69;821.65;202312
Oficial y Exentos - Fuera de Punta;886.54;849.54;812.53;202312
Estrato 1 - Rango 0 - CS;359.54;347.94;336.34;202401
Estrato 1 - Rango > CS;898.85;869.84;840.83;202401
Estrato 2 - Rango 0 - CS;449.43;434.92;420.42;202401
Estrato 2 - Rango > CS;898.85;869.84;840.83;202401
Estrato 3 - Rango 0 - CS;764.02;739.36;714.71;202401
Estrato 3 - Rango > CS;898.85;869.84;840.83;202401
Estrato 4 - Todo el consumo;898.85;869.84;840.83;202401
Estrato 5 y 6 - Todo el consumo;1078.62;1043.81;1009.00;202401
Industrial y Comercial;1078.62;1043.81;1009.00;202401
ESPD*;988.73;956.82;924.91;202401
Oficial y Exentos de Contribucion;898.85;869.84;840.83;202401
Industrial y Comercial - Punta;1093.40;1058.59;1023.78;202401
Industrial y Comercial - Fuera de Punta;1072.83;1038.02;1003.21;202401
Oficial y Exentos - Punta;911.17;882.16;853.15;202401
Oficial y Exentos - Fuera de Punta;894.02;865.01;836.01;202401
Estrato 1 - Rango 0 - CS;362.83;351.12;339.41;202402
Estrato 1 - Rango > CS;870.45;841.36;812.26;202402
Estrato 2 - Rango 0 - CS;453.54;438.90;424.27;202402
Estrato 2 - Rango > CS;870.45;841.36;812.26;202402
Estrato 3 - Rango 0 - CS;739.88;715.15;690.43;202402
Estrato 3 - Rango > CS;870.45;841.36;812.26;202402
Estrato 4 - Todo el consumo;870.45;841.36;812.26;202402
Estrato 5 y 6 - Todo el consumo;1044.53;1009.63;974.72;202402
